"name","date","distance","E"
"danielle",2022-10-01,17.082798892599,29
"danielle",2022-10-02,57.704940438849,29
"danielle",2022-10-06,12.596312489442,29
"danielle",2022-10-08,57.179508960585,29
"danielle",2022-10-09,22.389495266556,29
"danielle",2022-10-13,9.044430493164,29
"danielle",2022-10-15,59.728000759251,30
"danielle",2022-10-18,18.016906202526,30
"danielle",2022-10-20,15.593496424407,30
"danielle",2022-10-22,101.14866642177,30
"danielle",2022-10-25,18.003236036346,30
"danielle",2022-11-05,15.700620817563,30
"danielle",2022-11-11,16.646720591457,30
"danielle",2022-11-13,12.842375480682,30
"danielle",2022-11-15,18.05828952378,30
"danielle",2022-11-17,13.285102453557,30
"danielle",2022-11-23,19.428537271968,30
"danielle",2022-12-03,10.780914420738,30
"danielle",2022-12-06,18.023057777307,30
"danielle",2022-12-16,16.426071681888,30
"danielle",2023-01-07,24.855966068142,30
"danielle",2023-01-17,18.046607745408,30
"danielle",2023-02-01,18.674938292736,30
"danielle",2023-02-14,18.026910278685,30
"danielle",2023-03-14,11.145845720625,30
"danielle",2023-03-25,22.774061896047,30
"danielle",2023-03-29,18.03778427451,30
"danielle",2023-04-03,15.271191188154,30
"danielle",2023-04-04,18.043873712172,30
"danielle",2023-04-09,25.188151106316,30
"danielle",2023-04-12,18.039337702485,30
"danielle",2023-04-19,17.836025049117,30
"danielle",2023-04-20,9.397493603322,30
"danielle",2023-04-22,21.183103101171,30
"danielle",2023-04-26,17.772769461975,30
"danielle",2023-04-30,38.550365724552,30
"danielle",2023-05-03,15.873859105335,30
"danielle",2023-05-04,4.907278973025,30
"danielle",2023-05-06,32.235308183463,30
"danielle",2023-05-08,9.197598491499,30
"danielle",2023-05-09,17.823162665484,30
"danielle",2023-05-12,13.084026736473,30
"danielle",2023-05-13,26.434559576337,30
"danielle",2023-05-15,8.775376767894,30
"danielle",2023-05-18,22.29417692601,30
"danielle",2023-05-21,26.130211967475,30
"danielle",2023-05-23,18.025916084781,30
"danielle",2023-05-25,17.965332393756,30
"danielle",2023-05-26,9.983135949897,30
"danielle",2023-05-27,38.812584366732,30
"danielle",2023-05-30,18.011003176221,30
"danielle",2023-06-01,15.716403645789,30
"danielle",2023-06-03,27.688362363519,30
"danielle",2023-06-06,7.299433780287,30
"danielle",2023-06-08,18.028525843779,30
"danielle",2023-06-10,22.484130098793,30
"danielle",2023-06-13,19.411884524076,30
"danielle",2023-06-15,16.609500457176,30
"danielle",2023-06-16,15.831108767463,30
"danielle",2023-06-19,33.325131113604,30
"danielle",2023-06-20,18.03032782023,30
"danielle",2023-06-22,18.284220088464,30
"danielle",2023-06-27,18.023306325783,30
"danielle",2023-07-01,36.396133945941,30
"danielle",2023-07-02,13.212029201613,30
"danielle",2023-07-06,10.551007080438,30
"danielle",2023-07-09,9.999975109146,30
"danielle",2023-07-14,9.999975109146,30
"danielle",2023-07-15,9.999975109146,30
"danielle",2023-07-16,38.761383380676,30
"danielle",2023-07-17,13.846946283555,30
"danielle",2023-07-22,37.389085107561,30
"danielle",2023-07-23,7.373252677659,30
"danielle",2023-07-25,11.70539047722,30
"danielle",2023-07-28,10.477747417137,30
"danielle",2023-07-30,23.21380628721,30
"danielle",2023-08-01,13.984952824854,30
"danielle",2023-08-07,14.001667709865,30
"danielle",2023-08-08,14.033730463269,30
"danielle",2023-08-11,21.405367575834,30
"danielle",2023-08-17,20.198416176378,30
"danielle",2023-08-21,12.871269241017,30
"danielle",2023-08-24,18.069349930962,30
"danielle",2023-08-25,6.719197363065,30
"danielle",2023-08-26,33.725853394035,31
"danielle",2023-09-03,21.595942119807,31
"danielle",2023-09-05,18.063074081943,31
"danielle",2023-09-06,13.867637944182,31
"danielle",2023-09-10,31.41901285116,31
"danielle",2023-09-12,17.960609972712,31
"danielle",2023-09-13,19.425803238732,31
"danielle",2023-09-17,25.001118378126,31
"danielle",2023-09-19,14.234619768996,31
"danielle",2023-09-20,15.741320630508,31
"danielle",2023-09-24,64.74314977086,32
"danielle",2023-09-26,17.957813802357,32
"danielle",2023-09-29,23.731035665766,32
"danielle",2023-10-03,18.007461360438,32
"danielle",2023-10-04,18.010754627745,32
"danielle",2023-10-07,27.854082059892,32
"danielle",2023-10-10,18.016844065407,32
"danielle",2023-10-13,7.027521747543,32
"danielle",2023-10-28,21.180306930816,32
"danielle",2023-10-29,20.908829857905,32
"danielle",2023-10-31,17.712434319426,32
"danielle",2023-11-01,17.920904353671,32
"danielle",2023-11-07,17.952283598766,32
"danielle",2023-11-09,17.995903856304,32
"danielle",2023-11-17,7.522692448854,32
"danielle",2023-11-19,6.954262084242,32
"danielle",2023-11-28,17.987142522525,32
"danielle",2023-12-02,7.425882817452,32
"danielle",2023-12-05,17.964524611209,32
"danielle",2023-12-09,29.412294593055,32
"danielle",2023-12-10,14.000052144771,32
"danielle",2023-12-12,15.608720018562,32
"danielle",2023-12-13,17.892072730455,32
"danielle",2023-12-18,6.780837385113,32
"danielle",2023-12-19,10.433940748242,32
"danielle",2023-12-23,26.509683353208,32
"danielle",2023-12-31,16.747631272713,32
"danielle",2024-01-02,19.34825611422,32
"danielle",2024-01-12,7.02025170462,32
"danielle",2024-01-13,20.509101771378,32
"danielle",2024-01-15,16.385123320467,32
"danielle",2024-01-24,18.037411451796,32
"danielle",2024-01-27,15.848631435021,32
"danielle",2024-01-31,18.007834183152,32
"danielle",2024-02-17,30.623595590841,32
"danielle",2024-02-21,18.009076925532,32
"danielle",2024-02-24,18.485917176738,32
"danielle",2024-02-28,17.41454897094,32
"danielle",2024-03-01,17.786377491036,32
"danielle",2024-03-05,17.915312012961,32
"danielle",2024-07-24,7.009750531509,32
"danielle",2024-08-04,18.430739415066,32
"danielle",2024-09-16,5.953233097152,32
"danielle",2024-09-26,9.097371318552,32
"danielle",2024-10-02,7.227665407842,32
"danielle",2024-10-16,18.027407375637,32
"danielle",2024-10-20,13.290694794267,32
"danielle",2024-10-22,8.877033094578,32
"danielle",2024-11-01,17.893501884192,32
"danielle",2024-11-05,17.985278408955,32
"danielle",2024-11-09,21.852941243991,32
"danielle",2024-11-13,16.213252049313,32
"danielle",2024-11-17,18.007212811962,32
"danielle",2024-11-22,17.73144827784,32
"danielle",2024-11-28,16.813620893091,32
"danielle",2024-12-01,24.048556343856,32
"danielle",2024-12-04,17.935009479684,32
"danielle",2024-12-14,18.016844065407,32
"danielle",2024-12-19,17.911770197178,32
"danielle",2024-12-22,20.136651880092,32
"danielle",2025-01-01,18.122415030588,32
"danielle",2025-01-04,23.944228121055,32
"danielle",2025-01-07,18.076744248123,32
"danielle",2025-01-10,18.893909500092,32
"danielle",2025-01-11,22.333633996575,32
"danielle",2025-01-15,17.541681516414,32
"danielle",2025-01-17,23.540585396031,32
"danielle",2025-01-19,8.710629889896,32
"danielle",2025-01-21,19.363728256851,32
"danielle",2025-01-24,17.317490791062,32
"danielle",2025-01-26,17.506139084346,32
"danielle",2025-01-28,17.500049646684,32
"danielle",2025-01-31,19.46196704199,32
"danielle",2025-02-02,15.909774360117,32
"danielle",2025-02-15,6.041281394775,32
"danielle",2025-02-16,34.39786633602,32
"danielle",2025-02-18,17.676084104811,32
"danielle",2025-02-21,8.382048804624,32
"danielle",2025-02-22,31.774561446078,32
"danielle",2025-02-26,13.205877626832,32
"danielle",2025-03-01,31.144677470775,32
"danielle",2025-03-11,11.884904614011,32
"danielle",2025-03-14,13.746532699251,32
"danielle",2025-03-18,20.945615032353,32
"danielle",2025-03-21,17.086775668215,32
"danielle",2025-03-22,24.649857244419,32
"danielle",2025-03-26,17.652223451115,32
"danielle",2025-03-30,14.776952543628,32
"danielle",2025-04-01,18.04399798641,32
"danielle",2025-04-03,17.959926464403,32
"danielle",2025-04-06,16.88327660349,32
"danielle",2025-04-08,31.290451151949,32
"danielle",2025-04-10,18.761308888146,32
"danielle",2025-04-19,16.051074168723,32
"danielle",2025-04-23,18.106445791005,32
"danielle",2025-04-27,20.701913251635,32
"danielle",2025-04-29,17.804335118427,32
"danielle",2025-05-01,18.033372539061,32
"danielle",2025-05-07,17.62705791792,32
"danielle",2025-05-13,17.976765623652,32
"danielle",2025-05-15,18.020013058476,32
"danielle",2025-05-18,25.029080081676,32
"danielle",2025-05-20,17.888282366196,32
"danielle",2025-05-24,42.220743206763,33
"danielle",2025-06-01,24.557583622704,33
"danielle",2025-06-04,17.85447977346,33
"danielle",2025-06-09,23.34802246425,33
"danielle",2025-06-17,20.340399493293,33
"danielle",2025-06-22,28.576426068267,33
"danielle",2025-06-23,22.348484768016,33
"danielle",2025-06-28,13.837190755872,33
"danielle",2025-07-08,20.816121276357,33
"danielle",2025-07-12,17.985029860479,33
"danielle",2025-07-15,20.680040985747,33
"danielle",2025-07-29,20.505124995762,33
"danielle",2025-08-03,13.685327637036,33
"danielle",2025-08-09,31.173819779586,33
"danielle",2025-08-16,21.434509884645,33
"danielle",2025-08-26,20.540418879354,33
"danielle",2025-08-30,41.346349668195,33
"danielle",2025-09-02,20.6792332032,33
"danielle",2025-09-07,20.798847157275,33
"danielle",2025-09-23,15.415659989829,33
"danielle",2025-09-26,10.839758272431,33
"danielle",2025-09-30,20.232529454709,33
"danielle",2025-10-03,12.179620969428,33
"danielle",2025-10-04,38.558381412903,33
"danielle",2025-10-07,20.463990222984,33
"danielle",2025-10-09,20.643628634013,33
"danielle",2025-10-11,36.485922082896,33
"danielle",2025-10-13,17.217139343877,33
"danielle",2025-10-16,20.257508576547,33
"danielle",2025-10-23,20.273974913082,33
"danielle",2025-10-25,34.237987528833,33
"danielle",2025-10-26,30.927943199703,33
"danielle",2025-10-27,20.25732216519,33
"danielle",2025-10-31,19.181045126991,33
"danielle",2025-11-02,45.647108222661,33
"sean",2013-02-26,34.05122597,1
"sean",2013-03-02,24.89219183,2
"sean",2013-03-03,41.76867536,3
"sean",2013-03-05,45.76410205,4
"sean",2013-03-09,38.0777213,5
"sean",2013-03-12,29.34122062,6
"sean",2013-04-11,13.68262766,7
"sean",2013-04-21,41.38342426,8
"sean",2013-04-23,39.04084904,9
"sean",2013-04-27,55.86140903,10
"sean",2013-05-02,15.98170679,11
"sean",2013-05-07,25.10345856,12
"sean",2013-05-09,0.8699218313,12
"sean",2013-05-11,40.20281606,13
"sean",2013-05-14,48.21231064,13
"sean",2013-05-19,74.45288131,14
"sean",2013-05-21,55.69363839,15
"sean",2013-05-25,81.94663651,15
"sean",2013-05-28,54.91070874,16
"sean",2013-06-01,56.86803286,17
"sean",2013-06-05,40.45757888,18
"sean",2013-06-08,55.37052456,19
"sean",2013-06-11,48.964171651,20
"sean",2013-06-18,47.16840444,21
"sean",2013-06-21,26.43940994,22
"sean",2013-06-23,73.7258752,23
"sean",2013-06-25,54.339045822,24
"sean",2013-06-28,28.01148297,24
"sean",2013-06-30,95.95859172,25
"sean",2013-07-02,53.53747499,25
"sean",2013-07-05,31.82671157,26
"sean",2013-07-06,2.230728125,26
"sean",2013-07-07,40.06611406,26
"sean",2013-07-09,30.70202692,27
"sean",2013-07-13,35.0578498,28
"sean",2013-07-16,19.16934893,28
"sean",2013-07-18,19.94606485,28
"sean",2013-07-20,11.46432699,28
"sean",2013-07-23,17.1436738,28
"sean",2013-07-24,6.623833373,28
"sean",2013-07-25,16.99454435,28
"sean",2013-08-02,35.16348317,28
"sean",2013-08-03,50.49274858,29
"sean",2013-08-06,59.490225806,29
"sean",2013-08-13,53.92893981,30
"sean",2013-08-16,22.15193806,30
"sean",2013-08-17,66.40610437,30
"sean",2013-08-18,36.24467173,31
"sean",2013-08-20,78.33024719,31
"sean",2013-08-24,20.8656965,31
"sean",2013-09-07,9.668559782,31
"sean",2013-09-08,56.73754458,32
"sean",2013-10-08,22.63039507,32
"sean",2013-10-12,19.72237066,32
"sean",2013-10-15,23.78614836,32
"sean",2013-10-22,30.45347782,32
"sean",2013-10-26,25.50735084,32
"sean",2013-10-29,34.79065953,33
"sean",2013-11-02,49.80923857,34
"sean",2013-11-05,37.17673083,34
"sean",2013-11-07,26.806019855,34
"sean",2013-11-08,32.00069594,34
"sean",2013-11-09,47.124908343,34
"sean",2013-11-10,51.772776419,35
"sean",2013-11-11,18.11301527,35
"sean",2013-11-16,37.26372302,35
"sean",2013-11-19,35.95884027,35
"sean",2013-11-23,49.31214038,35
"sean",2013-12-03,38.40704885,36
"sean",2013-12-07,37.81053103,36
"sean",2013-12-08,38.52510967,37
"sean",2013-12-10,24.92947419,37
"sean",2013-12-14,48.74047746,37
"sean",2013-12-15,57.98650378,37
"sean",2013-12-19,28.06740651,37
"sean",2013-12-21,38.99735295,37
"sean",2013-12-23,40.79933389,38
"sean",2013-12-25,34.46133197,38
"sean",2013-12-26,36.56157183,38
"sean",2013-12-29,31.11834665,38
"sean",2014-01-07,44.1174643,38
"sean",2014-01-12,35.00813998,38
"sean",2014-01-14,49.933513114,38
"sean",2014-01-18,12.73192737,38
"sean",2014-01-19,32.33002349,38
"sean",2014-01-21,29.52141872,38
"sean",2014-01-25,47.57229672,38
"sean",2014-01-26,34.87765171,38
"sean",2014-01-28,49.51719338,38
"sean",2014-02-02,50.62323685,39
"sean",2014-02-04,27.96798688,39
"sean",2014-02-11,24.5442231,39
"sean",2014-02-15,43.65764848,39
"sean",2014-02-18,32.20574894,39
"sean",2014-02-25,45.08059204,40
"sean",2014-03-02,14.98751041,40
"sean",2014-03-04,46.03129233,40
"sean",2014-03-11,40.5072887,40
"sean",2014-03-15,34.48618688,40
"sean",2014-03-16,39.93562578,40
"sean",2014-03-18,28.51479488,40
"sean",2014-03-20,24.6125741,40
"sean",2014-03-22,9.892253967,40
"sean",2014-03-28,27.48331614,40
"sean",2014-03-29,26.10386867,40
"sean",2014-03-30,23.64323263,40
"sean",2014-04-01,24.48829955,40
"sean",2014-04-04,10.23400897,40
"sean",2014-04-08,27.0421415,40
"sean",2014-04-12,16.86405607,40
"sean",2014-04-15,24.27703282,40
"sean",2014-04-22,14.42206122,40
"sean",2014-04-30,21.80396933,40
"sean",2014-05-06,31.80807039,40
"sean",2014-05-08,30.49076019,40
"sean",2014-05-11,17.60348963,40
"sean",2014-05-13,21.5243516,40
"sean",2014-05-18,41.55740863,40
"sean",2014-05-20,27.72565151,40
"sean",2014-05-31,88.4151267,40
"sean",2014-06-03,14.70167895,40
"sean",2014-06-10,26.7252414,40
"sean",2014-06-17,30.90707992,40
"sean",2014-07-02,33.31800614,40
"sean",2014-07-08,25.80560975,40
"sean",2014-07-15,47.87055563,40
"sean",2014-07-19,42.11043036,41
"sean",2014-07-20,62.58466204,41
"sean",2014-07-22,42.06693427,41
"sean",2014-07-27,41.60090472,41
"sean",2014-07-28,17.21202481,41
"sean",2014-07-29,36.18874818,41
"sean",2014-08-02,42.71937565,41
"sean",2014-08-05,36.43108355,41
"sean",2014-08-12,43.24132875,42
"sean",2014-08-16,31.00649956,42
"sean",2014-08-17,37.54334075,42
"sean",2014-08-19,27.80642997,42
"sean",2014-08-28,10.7621758,42
"sean",2014-09-01,19.03886065,42
"sean",2014-09-03,16.91997962,42
"sean",2014-09-06,56.42685822,42
"sean",2014-09-09,55.70606584,42
"sean",2014-09-16,34.75337716,42
"sean",2014-09-20,56.68162104,42
"sean",2014-09-23,22.16436552,42
"sean",2014-09-30,14.21079449,42
"sean",2014-10-04,43.26618365,43
"sean",2014-10-07,30.48454646,43
"sean",2014-10-09,32.49779413,43
"sean",2014-10-11,40.47000634,43
"sean",2014-10-14,22.79195198,43
"sean",2014-10-18,70.4325997,43
"sean",2014-10-21,29.43442654,43
"sean",2014-10-23,34.5358967,43
"sean",2014-10-25,41.75003418,43
"sean",2014-10-28,50.8842134,43
"sean",2014-10-30,26.11629612,43
"sean",2014-10-31,14.38477885,43
"sean",2014-11-13,16.72114034,43
"sean",2014-11-15,31.37310947,43
"sean",2014-11-18,30.90707992,43
"sean",2014-11-20,25.0661762,43
"sean",2014-11-22,47.89541054,43
"sean",2014-11-23,72.32157282,44
"sean",2014-11-25,40.42651025,44
"sean",2014-12-04,7.779586663,44
"sean",2014-12-09,30.04337182,44
"sean",2014-12-11,36.79769346,44
"sean",2014-12-13,24.09683473,44
"sean",2014-12-14,35.3063989,44
"sean",2015-01-06,41.25293599,44
"sean",2015-01-10,48.87096574,44
"sean",2015-01-13,37.04002883,44
"sean",2015-01-24,16.8702698,44
"sean",2015-02-08,30.87601128,44
"sean",2015-02-10,35.05163607,44
"sean",2015-02-16,20.31267476,44
"sean",2015-02-17,25.19045074,44
"sean",2015-02-24,34.81551443,44
"sean",2015-02-28,52.07724906,45
"sean",2015-03-03,37.65518784,45
"sean",2015-03-08,35.4306734452,45
"sean",2015-03-10,35.77242845,45
"sean",2015-03-15,22.53097543,45
"sean",2015-03-17,31.49738402,45
"sean",2015-03-25,24.7492761,45
"sean",2015-03-28,80.52990667,45
"sean",2015-03-31,50.27526812,45
"sean",2015-04-05,33.78403569,45
"sean",2015-04-07,50.52381722,46
"sean",2015-04-11,34.58560652,46
"sean",2015-04-14,38.96628432,46
"sean",2015-04-19,22.08358706,46
"sean",2015-04-21,11.60102899,46
"sean",2015-04-23,0.0186411821,46
"sean",2015-04-28,19.47382157,46
"sean",2015-04-30,22.72981471,46
"sean",2015-05-07,0.02485490947,46
"sean",2015-05-12,29.93773845,46
"sean",2015-05-14,3.287061777,46
"sean",2015-05-16,0.006213727366,46
"sean",2015-05-19,34.6477438,46
"sean",2015-05-21,29.35364808,46
"sean",2015-05-23,28.54586352,46
"sean",2015-05-26,29.72025799,46
"sean",2015-05-28,30.77659165,46
"sean",2015-06-18,11.23441908,46
"sean",2015-06-20,61.17414592,46
"sean",2015-06-22,16.86405607,46
"sean",2015-06-23,25.86774703,46
"sean",2015-06-27,36.42486982,46
"sean",2015-06-30,28.19168106,46
"sean",2015-07-06,39.28939814,46
"sean",2015-07-09,27.27204941,46
"sean",2015-07-11,50.46167994,47
"sean",2015-07-14,23.36982863,47
"sean",2015-07-25,28.28488697,47
"sean",2015-07-26,19.03886065,47
"sean",2015-07-29,29.56491481,47
"sean",2015-08-06,38.03422521,47
"sean",2015-08-08,34.87143798,47
"sean",2015-08-11,15.06207514,47
"sean",2015-08-22,34.9894988,47
"sean",2015-08-28,28.53343607,47
"sean",2015-08-30,16.26753825,47
"sean",2015-09-01,27.82507115,47
"sean",2015-09-03,28.78819889,47
"sean",2015-09-09,19.67266084,47
"sean",2015-09-12,51.49315869,47
"sean",2015-09-15,23.32633253,47
"sean",2015-09-20,63.04447786,47
"sean",2015-09-22,37.76703493,47
"sean",2015-09-26,77.47896653,47
"sean",2015-10-01,37.08352492,47
"sean",2015-10-10,76.5406937,47
"sean",2015-10-13,29.29151081,47
"sean",2015-10-17,47.47287708,47
"sean",2015-10-20,26.22192949,47
"sean",2015-10-22,30.54668373,47
"sean",2015-10-24,33.33043359,47
"sean",2015-10-27,27.27826314,47
"sean",2015-10-31,24.01605627,47
"sean",2015-11-04,8.736500677,47
"sean",2015-11-08,25.05374874,47
"sean",2015-11-10,33.56655523,47
"sean",2015-11-12,40.32709061,47
"sean",2015-11-14,40.69991425,47
"sean",2015-11-17,35.15105571,47
"sean",2015-11-19,40.48243379,47
"sean",2015-11-24,32.32380976,47
"sean",2015-12-03,41.42692035,47
"sean",2015-12-08,10.72489343,47
"sean",2015-12-10,25.44521357,47
"sean",2015-12-13,2.603551767,47
"sean",2015-12-15,32.65313731,47
"sean",2015-12-26,20.54258267,47
"sean",2015-12-28,25.55706066,47
"sean",2016-01-10,31.42903302,47
"sean",2016-01-12,30.01230318,47
"sean",2016-01-16,72.76896119,47
"sean",2016-01-26,27.55166714,47
"sean",2016-02-02,29.55248736,47
"sean",2016-02-06,41.07273789,47
"sean",2016-02-07,41.57604981,47
"sean",2016-02-09,29.63326581,47
"sean",2016-02-16,33.07567077,47
"sean",2016-02-23,44.73883704,47
"sean",2016-02-27,73.64509675,48
"sean",2016-03-06,52.33822561,48
"sean",2016-03-22,34.63531634,48
"sean",2016-03-26,60.74539873,48
"sean",2016-03-27,29.53384617,48
"sean",2016-04-12,21.10803186,48
"sean",2016-04-15,37.17051711,48
"sean",2016-05-03,20.69171213,48
"sean",2016-05-11,24.96054283,48
"sean",2016-05-14,15.79529497,48
"sean",2016-05-17,34.56075161,48
"sean",2016-05-19,15.97549306,48
"sean",2016-05-21,13.17310202,48
"sean",2016-05-26,37.53712702,48
"sean",2016-05-31,18.22486237,48
"sean",2016-06-02,22.01523606,48
"sean",2016-06-04,61.38541265,48
"sean",2016-06-07,30.62124846,48
"sean",2016-06-11,16.80813253,48
"sean",2016-06-14,19.598096113,48
"sean",2016-06-16,15.85743224,48
"sean",2016-06-18,16.72735407,48
"sean",2016-06-24,16.16811861,48
"sean",2016-06-26,30.062013,48
"sean",2016-06-30,26.44562367,48
"sean",2016-07-02,37.84781339,48
"sean",2016-07-04,10.25886388,48
"sean",2016-07-07,34.91493407,48
"sean",2016-07-09,61.50347347,48
"sean",2016-07-13,29.55248736,48
"sean",2016-07-15,18.83380765,48
"sean",2016-07-16,77.36090571,49
"sean",2016-07-18,34.95843016,49
"sean",2016-07-21,34.33705743,49
"sean",2016-07-22,16.9386208,49
"sean",2016-07-25,33.18130414,49
"sean",2016-07-27,18.62254092,49
"sean",2016-07-29,16.95104826,49
"sean",2016-08-01,17.08153653,49
"sean",2016-08-02,21.31929859,49
"sean",2016-08-04,40.76205152,49
"sean",2016-08-06,40.69991425,49
"sean",2016-08-10,32.7214883163,49
"sean",2016-08-11,1.15575329,49
"sean",2016-08-12,24.79277219,49
"sean",2016-08-13,104.7634434,49
"sean",2016-08-15,29.89424236,49
"sean",2016-08-17,17.82097009,49
"sean",2016-08-21,18.82138019,49
"sean",2016-08-22,30.88843874,49
"sean",2016-08-24,0.2920451862,49
"sean",2016-08-27,55.799271748,49
"sean",2016-08-28,29.30393826,49
"sean",2016-08-29,23.06535598,49
"sean",2016-09-01,46.7396572489,49
"sean",2016-09-03,25.66269402,49
"sean",2016-09-07,25.89260194,49
"sean",2016-09-10,10.29614625,49
"sean",2016-09-11,56.32122485,49
"sean",2016-09-17,21.81018306,49
"sean",2016-09-18,29.03674798,49
"sean",2016-09-20,24.94190165,49
"sean",2016-09-23,0.2423353673,49
"sean",2016-09-24,30.57775236626,49
